item_idx,item_rating_count,item_mean_rating,item_bias
10333,8,4.75,0.45654297
10334,88,4.2727275,-0.020729542
10335,3,4.3333335,0.03987646
10336,11,4.818182,0.52472496
10337,10,4.4,0.106543064
10338,605,3.9173553,-0.37610173
10339,6,4.6666665,0.37320948
10340,8,3.125,-1.168457
10341,7,4.0,-0.29345703
10342,77,3.5844157,-0.70904136
10343,6,4.5,0.20654297
10344,17,4.1764708,-0.116986275
10345,7,4.0,-0.29345703
10346,5,3.8,-0.49345708
10347,24,2.9583333,-1.3351238
10348,12,4.3333335,0.03987646
10349,15,4.3333335,0.03987646
10350,36,4.5555553,0.2620983
10351,9,4.2222223,-0.0712347
10352,4,4.0,-0.29345703
10353,6,4.1666665,-0.12679052
10354,3,5.0,0.70654297
10355,18,4.7777777,0.48432064
10356,10,4.7,0.40654278
10357,23,4.652174,0.35871696
10358,4,4.75,0.45654297
10359,20,4.6,0.30654287
10360,14,4.642857,0.34940004
10361,8,4.375,0.08154297
10362,15,4.866667,0.57320976
10363,4,3.5,-0.79345703
10364,6,5.0,0.70654297
10365,50,4.12,-0.17345715
10366,5,5.0,0.70654297
10367,10,3.8,-0.49345708
10368,6,3.6666667,-0.6267903
10369,3,3.6666667,-0.6267903
10370,8,4.5,0.20654297
10371,3,4.6666665,0.37320948
10372,160,4.6625,0.36904287
10373,54,4.314815,0.021358013
10374,7,3.857143,-0.4363141
10375,8,3.25,-1.043457
10376,6,4.6666665,0.37320948
10377,6,4.1666665,-0.12679052
10378,199,4.522613,0.22915602
10379,5,5.0,0.70654297
10380,4,4.0,-0.29345703
10381,23,4.347826,0.054368973
10382,31,4.548387,0.25493002
10383,6,4.6666665,0.37320948
10384,18,4.0555553,-0.23790169
10385,11,4.4545455,0.16108847
10386,56,4.607143,0.3136859
10387,6,4.6666665,0.37320948
10388,7,4.285714,-0.007742882
10389,48,4.5416665,0.24820948
10390,18,4.3333335,0.03987646
10391,18,4.3333335,0.03987646
10392,5,4.8,0.50654316
10393,10,2.7,-1.593457
10394,15,4.133333,-0.16012383
10395,17,3.0,-1.293457
10396,8,4.5,0.20654297
10397,12,4.5,0.20654297
10398,21,4.0,-0.29345703
10399,546,4.393773,0.10031605
10400,12,3.5833333,-0.7101238
10401,7,4.142857,-0.15059996
10402,76,4.25,-0.04345703
10403,13,4.076923,-0.21653414
10404,34,4.3235292,0.030072212
10405,39,3.8461537,-0.4473033
10406,6,4.5,0.20654297
10407,62,3.8709676,-0.4224894
10408,7,3.857143,-0.4363141
10409,38,4.1842103,-0.10924673
10410,8,4.875,0.58154297
10411,5,4.4,0.106543064
10412,11,4.5454545,0.25199747
10413,8,4.375,0.08154297
10414,6,4.5,0.20654297
10415,13,4.4615383,0.16808128
10416,5,4.4,0.106543064
10417,10,4.6,0.30654287
10418,5,4.8,0.50654316
10419,22,4.0454545,-0.24800253
10420,8,4.125,-0.16845703
10421,8,4.5,0.20654297
10422,21,4.6190476,0.3255906
10423,27,4.5555553,0.2620983
10424,162,3.8888888,-0.4045682
10425,4,2.75,-1.543457
10426,48,3.3333333,-0.9601238
10427,3,4.3333335,0.03987646
10428,29,3.7586207,-0.5348363
10429,21,4.6666665,0.37320948
10430,8,4.0,-0.29345703
10431,10,3.6,-0.6934571
10432,4,4.5,0.20654297
10433,7,3.0,-1.293457
10434,9,4.2222223,-0.0712347
10435,18,4.7777777,0.48432064
10436,5,4.4,0.106543064
10437,34,4.352941,0.059484005
10438,78,4.5384617,0.24500465
10439,869,4.525892,0.23243475
10440,51,4.3137255,0.02026844
10441,262,4.0305343,-0.26292276
10442,190,4.0,-0.29345703
10443,12,4.25,-0.04345703
10444,16,3.375,-0.91845703
10445,16,4.9375,0.64404297
10446,11,4.909091,0.61563396
10447,5,5.0,0.70654297
10448,6,3.8333333,-0.46012378
10449,7,3.7142856,-0.5791714
10450,29,4.7586207,0.4651637
10451,12,4.3333335,0.03987646
10452,8,3.25,-1.043457
10453,122,4.155738,-0.13771915
10454,5,4.0,-0.29345703
10455,18,3.5555556,-0.73790145
10456,16,4.375,0.08154297
10457,48,4.5208335,0.22737646
10458,6,4.6666665,0.37320948
10459,10,4.3,0.0065431595
10460,27,4.3703704,0.07691336
10461,29,4.2413793,-0.05207777
10462,7,4.857143,0.5636859
10463,4,3.75,-0.54345703
10464,29,4.137931,-0.15552616
10465,5,5.0,0.70654297
10466,9,4.2222223,-0.0712347
10467,4,4.0,-0.29345703
10468,5,4.0,-0.29345703
10469,6,4.5,0.20654297
10470,28,4.535714,0.24225712
10471,7,4.142857,-0.15059996
10472,14,4.357143,0.063685894
10473,18,4.7222223,0.4287653
10474,49,4.2040815,-0.089375496
10475,10,4.7,0.40654278
10476,7,3.857143,-0.4363141
10477,44,4.8636365,0.57017946
10478,8,4.875,0.58154297
10479,7,4.428571,0.1351142
10480,101,3.3762376,-0.9172194
10481,7,4.428571,0.1351142
10482,5,3.2,-1.093457
10483,24,4.4166665,0.12320948
10484,7,4.571429,0.27797174
10485,26,3.6538463,-0.63961077
10486,12,3.6666667,-0.6267903
10487,5,4.8,0.50654316
10488,5,4.8,0.50654316
10489,4,4.75,0.45654297
10490,110,4.2181816,-0.07527542
10491,6,4.0,-0.29345703
10492,5,4.4,0.106543064
10493,1190,4.4890757,0.19561863
10494,9,4.3333335,0.03987646
10495,5,4.0,-0.29345703
10496,35,4.428571,0.1351142
10497,9,3.6666667,-0.6267903
10498,5,4.2,-0.09345722
10499,16,4.625,0.33154297
10500,5,4.6,0.30654287
10501,7,4.857143,0.5636859
10502,27,4.5925927,0.29913568
10503,47,4.2978725,0.004415512
10504,4,3.75,-0.54345703
10505,6,3.5,-0.79345703
10506,7,4.714286,0.42082882
10507,7,4.571429,0.27797174
10508,24,3.7916667,-0.5017903
10509,19,3.4210527,-0.87240434
10510,65,3.4307692,-0.8626878
10511,28,4.142857,-0.15059996
10512,4,4.0,-0.29345703
10513,30,4.733333,0.43987608
10514,6,3.6666667,-0.6267903
10515,19,3.7368422,-0.5566149
10516,5,3.0,-1.293457
10517,111,3.891892,-0.40156507
10518,6,4.8333335,0.53987646
10519,9,3.1111112,-1.1823459
10520,12,4.1666665,-0.12679052
10521,6,4.1666665,-0.12679052
10522,12,3.75,-0.54345703
10523,8,4.75,0.45654297
10524,7,1.5714285,-2.7220285
10525,18,3.0555556,-1.2379014
10526,7,4.285714,-0.007742882
10527,26,4.1923075,-0.10114956
10528,13,4.6923075,0.39885044
10529,41,3.6341465,-0.6593106
10530,8,2.25,-2.043457
10531,5,3.6,-0.6934571
10532,7,3.5714285,-0.7220285
10533,220,4.25,-0.04345703
10534,72,4.625,0.33154297
10535,24,3.7916667,-0.5017903
10536,9,4.0,-0.29345703
10537,4,4.75,0.45654297
10538,5,4.4,0.106543064
10539,8,4.25,-0.04345703
10540,12,4.8333335,0.53987646
10541,5,4.2,-0.09345722
10542,6,4.8333335,0.53987646
10543,11,4.181818,-0.11163902
10544,11,2.7272727,-1.5661843
10545,6,5.0,0.70654297
10546,9,4.7777777,0.48432064
10547,7,4.571429,0.27797174
10548,15,3.1333334,-1.1601236
10549,4,4.5,0.20654297
10550,6,5.0,0.70654297
10551,15,3.9333334,-0.36012363
10552,14,3.5714285,-0.7220285
10553,18,4.3333335,0.03987646
10554,11,4.2727275,-0.020729542
10555,4,5.0,0.70654297
10556,11,4.0,-0.29345703
10557,11,3.909091,-0.38436604
10558,21,4.5238094,0.2303524
10559,11,3.4545455,-0.83891153
10560,10,3.2,-1.093457
10561,52,4.1923075,-0.10114956
10562,6,3.0,-1.293457
10563,18,3.5555556,-0.73790145
10564,2,5.0,0.70654297
10565,7,3.857143,-0.4363141
10566,71,4.816901,0.5234442
10567,11,4.818182,0.52472496
10568,53,4.1320753,-0.16138172
10569,20,4.4,0.106543064
10570,6,4.8333335,0.53987646
10571,7,4.428571,0.1351142
10572,31,4.2580647,-0.035392284
10573,5,4.4,0.106543064
10574,5,4.2,-0.09345722
10575,20,2.0,-2.293457
10576,11,3.909091,-0.38436604
10577,24,4.25,-0.04345703
10578,8,4.125,-0.16845703
10579,54,4.5740743,0.28061724
10580,17,3.6470587,-0.6463983
10581,21,4.3809524,0.08749533
10582,16,4.3125,0.019042969
10583,21,3.5238094,-0.7696476
10584,4,4.75,0.45654297
10585,15,4.6,0.30654287
10586,4,4.5,0.20654297
10587,5,3.0,-1.293457
10588,9,4.0,-0.29345703
10589,6,2.6666667,-1.6267903
10590,15,4.133333,-0.16012383
10591,23,4.2173915,-0.07606554
10592,11,4.090909,-0.20254803
10593,15,3.0,-1.293457
10594,11,3.8181818,-0.47527528
10595,8,3.875,-0.41845703
10596,19,3.9473684,-0.34608865
10597,11,4.4545455,0.16108847
10598,4,4.25,-0.04345703
10599,23,4.0,-0.29345703
10600,17,4.352941,0.059484005
10601,13,4.0,-0.29345703
10602,152,4.3223686,0.02891159
10603,9,3.8888888,-0.4045682
10604,120,4.5333333,0.23987627
10605,7,2.7142856,-1.5791714
10606,7,4.571429,0.27797174
10607,10,4.3,0.0065431595
10608,15,3.4666667,-0.82679033
10609,4,4.25,-0.04345703
10610,5,4.6,0.30654287
10611,12,3.3333333,-0.9601238
10612,745,4.3073826,0.013925552
10613,17,3.8235295,-0.46992755
10614,10,4.2,-0.09345722
10615,13,3.4615386,-0.8319185
10616,4,2.25,-2.043457
10617,21,4.142857,-0.15059996
10618,12,4.0833335,-0.21012354
10619,8,4.875,0.58154297
10620,5,3.0,-1.293457
10621,13,3.9230769,-0.37038016
10622,10,2.8,-1.4934571
10623,8,4.625,0.33154297
10624,21,4.0,-0.29345703
10625,277,4.162455,-0.13100195
10626,42,3.7142856,-0.5791714
10627,46,3.826087,-0.46737003
10628,14,4.142857,-0.15059996
10629,49,4.2244897,-0.06896734
10630,60,4.15,-0.14345694
10631,247,4.48583,0.1923728
10632,27,3.7777777,-0.51567936
10633,50,3.86,-0.43345714
10634,35,4.3714285,0.07797146
10635,5,4.8,0.50654316
10636,14,3.7142856,-0.5791714
10637,13,4.4615383,0.16808128
10638,8,4.0,-0.29345703
10639,4,4.5,0.20654297
10640,13,3.0,-1.293457
10641,11,4.818182,0.52472496
10642,6,4.3333335,0.03987646
10643,5,4.6,0.30654287
10644,6,4.5,0.20654297
10645,6,4.5,0.20654297
10646,4,4.75,0.45654297
10647,7,4.428571,0.1351142
10648,11,3.909091,-0.38436604
10649,6,4.6666665,0.37320948
10650,32,4.0625,-0.23095703
10651,24,4.9583335,0.66487646
10652,7,2.7142856,-1.5791714
10653,5,1.8,-2.493457
10654,32,4.46875,0.17529297
10655,7,4.428571,0.1351142
10656,65,3.8461537,-0.4473033
10657,8,4.875,0.58154297
10658,6,4.8333335,0.53987646
10659,55,4.4,0.106543064
10660,5,4.2,-0.09345722
10661,10,4.4,0.106543064
10662,15,4.4666667,0.17320967
10663,7,5.0,0.70654297
10664,4,5.0,0.70654297
10665,3,4.0,-0.29345703
10666,5,3.4,-0.89345694
10667,12,4.0833335,-0.21012354
10668,6,5.0,0.70654297
10669,7,4.142857,-0.15059996
10670,17,4.352941,0.059484005
10671,7,4.0,-0.29345703
10672,7,4.0,-0.29345703
10673,196,3.9693878,-0.32406926
10674,5,4.6,0.30654287
10675,72,4.638889,0.3454318
10676,12,3.9166667,-0.3767903
10677,8,4.125,-0.16845703
10678,7,3.857143,-0.4363141
10679,11,4.6363635,0.34290648
10680,5,4.2,-0.09345722
10681,7,4.857143,0.5636859
10682,6,3.8333333,-0.46012378
10683,3,4.3333335,0.03987646
10684,26,3.6538463,-0.63961077
10685,4,5.0,0.70654297
10686,9,4.7777777,0.48432064
10687,31,4.322581,0.029123783
10688,5,4.8,0.50654316
10689,16,3.6875,-0.60595703
10690,5,4.0,-0.29345703
10691,21,4.285714,-0.007742882
10692,127,3.8740158,-0.41944122
10693,8,3.25,-1.043457
10694,9,3.6666667,-0.6267903
10695,14,4.428571,0.1351142
10696,13,3.5384614,-0.7549956
10697,53,4.6981134,0.4046564
10698,17,4.4117646,0.11830759
10699,12,4.5,0.20654297
10700,9,4.0,-0.29345703
10701,4,3.75,-0.54345703
10702,8,4.875,0.58154297
10703,9,4.4444447,0.15098763
10704,18,4.1666665,-0.12679052
10705,8,3.625,-0.66845703
10706,10,4.2,-0.09345722
10707,5,4.4,0.106543064
10708,13,4.4615383,0.16808128
10709,10,4.0,-0.29345703
10710,65,3.5692308,-0.72422624
10711,4,4.5,0.20654297
10712,6,3.0,-1.293457
10713,7,4.0,-0.29345703
10714,15,4.133333,-0.16012383
10715,17,3.5882354,-0.70522165
10716,66,4.0454545,-0.24800253
10717,40,4.775,0.48154306
10718,16,4.3125,0.019042969
10719,24,5.0,0.70654297
10720,9,4.0,-0.29345703
10721,6,4.6666665,0.37320948
10722,9,3.5555556,-0.73790145
10723,14,4.214286,-0.07917118
10724,7,4.571429,0.27797174
10725,65,3.7692308,-0.5242262
10726,19,4.263158,-0.030299187
10727,22,4.0,-0.29345703
10728,38,3.3157895,-0.97766757
10729,7,4.857143,0.5636859
10730,5,3.6,-0.6934571
10731,8,4.125,-0.16845703
10732,5,3.8,-0.49345708
10733,13,3.3846154,-0.9088416
10734,12,3.9166667,-0.3767903
10735,12,4.75,0.45654297
10736,24,4.4583335,0.16487646
10737,13,4.6923075,0.39885044
10738,1657,4.761014,0.46755695
10739,5,4.8,0.50654316
10740,24,4.0833335,-0.21012354
10741,20,4.15,-0.14345694
10742,36,3.8888888,-0.4045682
10743,19,4.3157897,0.022332668
10744,12,2.3333333,-1.9601238
10745,7,4.285714,-0.007742882
10746,11,3.5454545,-0.7480025
10747,12,4.4166665,0.12320948
10748,7,4.857143,0.5636859
10749,6,4.5,0.20654297
10750,20,4.0,-0.29345703
10751,7,3.5714285,-0.7220285
10752,5,4.6,0.30654287
10753,4,3.25,-1.043457
10754,5,5.0,0.70654297
10755,13,3.6153846,-0.67807245
10756,13,3.6923077,-0.6011493
10757,21,4.3809524,0.08749533
10758,7,4.142857,-0.15059996
10759,79,4.265823,-0.027634144
10760,6,3.0,-1.293457
10761,5,5.0,0.70654297
10762,14,4.785714,0.49225712
10763,11,4.7272725,0.43381548
10764,18,4.7222223,0.4287653
10765,35,4.0,-0.29345703
10766,6,2.3333333,-1.9601238
10767,22,4.3636365,0.07017946
10768,9,4.7777777,0.48432064
10769,8,5.0,0.70654297
10770,5,5.0,0.70654297
10771,53,4.283019,-0.010437965
10772,10,4.8,0.50654316
10773,5,4.8,0.50654316
10774,9,3.3333333,-0.9601238
10775,4,4.75,0.45654297
10776,4,4.25,-0.04345703
10777,5,5.0,0.70654297
10778,13,4.0,-0.29345703
10779,13,4.4615383,0.16808128
10780,4,5.0,0.70654297
10781,5,4.4,0.106543064
10782,9,4.3333335,0.03987646
10783,15,4.4,0.106543064
10784,10,4.3,0.0065431595
10785,6,4.8333335,0.53987646
10786,9,3.6666667,-0.6267903
10787,11,4.6363635,0.34290648
10788,8,4.5,0.20654297
10789,27,4.0740743,-0.21938276
10790,6,4.8333335,0.53987646
10791,5,4.8,0.50654316
10792,16,4.1875,-0.10595703
10793,20,4.3,0.0065431595
10794,6,2.6666667,-1.6267903
10795,41,4.1707315,-0.12272549
10796,64,3.375,-0.91845703
10797,124,4.354839,0.061381817
10798,33,3.1515152,-1.1419418
10799,9,4.0,-0.29345703
10800,83,4.6987953,0.4053383
10801,75,4.68,0.3865428
10802,42,4.571429,0.27797174
10803,30,4.2,-0.09345722
10804,25,4.56,0.2665429
10805,19,4.4210525,0.12759542
10806,14,4.5,0.20654297
10807,58,4.224138,-0.06931925
10808,9,3.5555556,-0.73790145
10809,7,4.714286,0.42082882
10810,7,4.142857,-0.15059996
10811,49,4.428571,0.1351142
10812,9,4.4444447,0.15098763
10813,18,4.5555553,0.2620983
10814,58,3.775862,-0.51759505
10815,5,3.2,-1.093457
10816,5,4.0,-0.29345703
10817,7,2.857143,-1.4363141
10818,8,4.875,0.58154297
10819,16,3.625,-0.66845703
10820,8,4.0,-0.29345703
10821,8,4.0,-0.29345703
10822,5,4.6,0.30654287
10823,5,5.0,0.70654297
10824,5,4.2,-0.09345722
10825,9,4.6666665,0.37320948
10826,6,5.0,0.70654297
10827,56,4.589286,0.29582882
10828,8,5.0,0.70654297
10829,58,4.7413793,0.44792223
10830,104,4.644231,0.3507738
10831,22,4.409091,0.115633965
10832,30,4.733333,0.43987608
10833,120,4.258333,-0.035123825
10834,7,4.571429,0.27797174
10835,24,3.4583333,-0.8351238
10836,101,4.6732674,0.37981033
10837,5,4.8,0.50654316
10838,11,5.0,0.70654297
10839,10,4.7,0.40654278
10840,28,3.9285715,-0.36488557
10841,202,4.4752474,0.18179035
10842,72,3.5555556,-0.73790145
10843,219,4.73516,0.44170284
10844,38,4.5,0.20654297
10845,93,4.7526884,0.45923138
10846,16,4.0625,-0.23095703
10847,11,4.0,-0.29345703
10848,10,3.0,-1.293457
10849,4,5.0,0.70654297
10850,11,4.909091,0.61563396
10851,5,4.8,0.50654316
10852,23,4.826087,0.53262997
10853,8,4.875,0.58154297
10854,10,4.2,-0.09345722
10855,39,4.3076925,0.0142354965
10856,5,5.0,0.70654297
10857,9,3.5555556,-0.73790145
10858,1015,4.51133,0.2178731
10859,20,4.05,-0.24345684
10860,32,4.5625,0.26904297
10861,13,3.3846154,-0.9088416
10862,7,4.285714,-0.007742882
10863,17,4.7058825,0.41242552
10864,59,4.338983,0.045526028
10865,70,4.1714287,-0.12202835
10866,60,4.05,-0.24345684
10867,41,4.609756,0.31629896
10868,76,4.355263,0.061806202
10869,49,4.4489794,0.15552235
10870,87,4.4252872,0.13183022
10871,25,4.04,-0.25345707
10872,29,4.448276,0.15481901
10873,6,4.0,-0.29345703
10874,6,4.6666665,0.37320948
10875,13,4.6923075,0.39885044
10876,12,4.25,-0.04345703
10877,7,3.857143,-0.4363141
10878,21,4.2380953,-0.055361748
10879,65,4.076923,-0.21653414
10880,27,3.9629629,-0.33049417
10881,11,3.2727273,-1.0207298
10882,6,3.3333333,-0.9601238
10883,32,4.09375,-0.19970703
10884,13,3.6153846,-0.67807245
10885,5,4.6,0.30654287
10886,5,4.6,0.30654287
10887,81,4.111111,-0.18234587
10888,3,5.0,0.70654297
10889,13,4.3846154,0.09115839
10890,6,4.8333335,0.53987646
10891,8,3.75,-0.54345703
10892,5,3.2,-1.093457
10893,4,5.0,0.70654297
10894,7,3.857143,-0.4363141
10895,9,4.5555553,0.2620983
10896,6,4.6666665,0.37320948
10897,41,4.6829267,0.38946962
10898,16,4.125,-0.16845703
10899,11,2.909091,-1.384366
10900,222,4.509009,0.21555185
10901,51,4.509804,0.21634674
10902,5,4.2,-0.09345722
10903,14,3.5,-0.79345703
10904,5,3.6,-0.6934571
10905,19,4.0526314,-0.24082565
10906,23,3.7826087,-0.5108483
10907,6,4.3333335,0.03987646
10908,5,1.6,-2.6934571
10909,6,2.5,-1.793457
10910,34,4.3235292,0.030072212
10911,6,4.1666665,-0.12679052
10912,9,4.3333335,0.03987646
10913,12,3.0833333,-1.2101238
10914,13,4.076923,-0.21653414
10915,19,4.2105265,-0.082930565
10916,63,3.5396826,-0.7537744
10917,317,4.5299683,0.23651123
10918,18,4.3333335,0.03987646
10919,95,3.2105262,-1.0829308
10920,68,4.4264708,0.13301373
10921,62,3.387097,-0.90636015
10922,22,4.2727275,-0.020729542
10923,14,3.857143,-0.4363141
10924,5,3.2,-1.093457
10925,8,4.25,-0.04345703
10926,7,3.4285715,-0.86488557
10927,12,4.3333335,0.03987646
10928,6,3.5,-0.79345703
10929,9,3.5555556,-0.73790145
10930,6,4.3333335,0.03987646
10931,4,4.5,0.20654297
10932,14,3.5714285,-0.7220285
10933,9,4.3333335,0.03987646
10934,5,4.2,-0.09345722
10935,9,4.4444447,0.15098763
10936,17,4.5882354,0.29477835
10937,85,4.329412,0.035954952
10938,8,4.625,0.33154297
10939,18,4.388889,0.095431805
10940,7,4.285714,-0.007742882
10941,4,5.0,0.70654297
10942,10,4.1,-0.19345713
10943,10,4.1,-0.19345713
10944,19,2.8947368,-1.3987203
10945,9,4.5555553,0.2620983
10946,13,4.4615383,0.16808128
10947,5,4.8,0.50654316
10948,3,4.6666665,0.37320948
10949,28,4.75,0.45654297
10950,15,4.8,0.50654316
10951,30,3.9333334,-0.36012363
10952,10,4.6,0.30654287
10953,4,4.0,-0.29345703
10954,8,3.125,-1.168457
10955,8,4.75,0.45654297
10956,9,2.5555556,-1.7379014
10957,3,4.3333335,0.03987646
10958,33,4.757576,0.46411896
10959,2,5.0,0.70654297
10960,8,4.375,0.08154297
10961,4,5.0,0.70654297
10962,5,4.6,0.30654287
10963,4,4.5,0.20654297
10964,5,4.0,-0.29345703
10965,19,4.0,-0.29345703
10966,15,3.9333334,-0.36012363
10967,11,3.8181818,-0.47527528
10968,5,4.4,0.106543064
10969,13,4.769231,0.4757738
10970,13,3.4615386,-0.8319185
10971,20,4.7,0.40654278
10972,75,4.64,0.34654284
10973,13,4.1538463,-0.13961077
10974,76,4.381579,0.08812189
10975,5,3.6,-0.6934571
10976,4,3.75,-0.54345703
10977,22,4.409091,0.115633965
10978,10,4.4,0.106543064
10979,17,4.0588236,-0.23463345
10980,12,2.6666667,-1.6267903
10981,41,4.0731707,-0.22028637
10982,8,4.25,-0.04345703
10983,32,3.78125,-0.51220703
10984,27,4.4814816,0.18802452
10985,11,2.5454545,-1.7480025
10986,11,4.7272725,0.43381548
10987,11,4.6363635,0.34290648
10988,4,4.25,-0.04345703
10989,6,4.3333335,0.03987646
10990,11,2.5454545,-1.7480025
10991,6,4.3333335,0.03987646
10992,6,4.5,0.20654297
10993,4,1.75,-2.543457
10994,10,2.2,-2.093457
10995,7,4.857143,0.5636859
10996,5,4.4,0.106543064
10997,27,4.111111,-0.18234587
10998,7,4.714286,0.42082882
10999,9,4.2222223,-0.0712347
11000,8,3.375,-0.91845703
11001,24,4.125,-0.16845703
11002,12,4.25,-0.04345703
11003,108,4.546296,0.2528391
11004,58,4.793103,0.4996462
11005,7,4.142857,-0.15059996
11006,75,3.5066667,-0.7867904
11007,12,4.0833335,-0.21012354
11008,13,4.3076925,0.0142354965
11009,8,4.125,-0.16845703
11010,5,4.8,0.50654316
11011,2,4.5,0.20654297
11012,10,4.0,-0.29345703
11013,9,4.6666665,0.37320948
11014,5,5.0,0.70654297
11015,7,3.7142856,-0.5791714
11016,6,4.0,-0.29345703
11017,23,4.130435,-0.16302204
11018,4,4.75,0.45654297
11019,5,3.4,-0.89345694
11020,17,2.8235295,-1.4699275
11021,5,2.2,-2.093457
11022,13,4.4615383,0.16808128
11023,5,4.0,-0.29345703
11024,8,4.75,0.45654297
11025,18,3.4444444,-0.8490126
11026,6,2.5,-1.793457
11027,9,2.7777777,-1.5156794
11028,5,5.0,0.70654297
11029,9,2.8888888,-1.4045682
11030,29,4.172414,-0.121043205
11031,25,3.48,-0.813457
11032,38,4.2105265,-0.082930565
11033,5,4.4,0.106543064
11034,19,4.263158,-0.030299187
11035,10,4.4,0.106543064
11036,25,4.24,-0.05345726
11037,6,4.3333335,0.03987646
11038,8,3.875,-0.41845703
11039,10,4.1,-0.19345713
11040,168,4.1845236,-0.10893345
11041,17,3.8823528,-0.4111042
11042,11,4.181818,-0.11163902
11043,5,3.0,-1.293457
11044,10,4.5,0.20654297
11045,16,4.0,-0.29345703
11046,2,4.0,-0.29345703
11047,15,4.2,-0.09345722
11048,10,4.7,0.40654278
11049,95,4.4210525,0.12759542
11050,5,2.8,-1.4934571
11051,10,3.9,-0.39345694
11052,5,4.8,0.50654316
11053,14,4.357143,0.063685894
11054,9,2.7777777,-1.5156794
11055,9,4.4444447,0.15098763
11056,12,3.6666667,-0.6267903
11057,5,4.2,-0.09345722
11058,15,4.733333,0.43987608
11059,17,4.2352943,-0.05816269
11060,10,3.9,-0.39345694
11061,9,4.888889,0.5954318
11062,31,4.677419,0.38396215
11063,9,3.6666667,-0.6267903
11064,26,3.8461537,-0.4473033
11065,5,4.4,0.106543064
11066,5,3.6,-0.6934571
11067,78,4.179487,-0.1139698
11068,6,3.1666667,-1.1267903
11069,4,5.0,0.70654297
11070,8,3.625,-0.66845703
11071,6,3.6666667,-0.6267903
11072,6,4.0,-0.29345703
11073,160,4.5875,0.29404306
11074,10,4.3,0.0065431595
11075,5,3.2,-1.093457
11076,7,3.2857144,-1.0077426
11077,6,5.0,0.70654297
11078,5,4.6,0.30654287
11079,17,4.117647,-0.17580986
11080,51,4.54902,0.25556278
11081,29,4.3448277,0.05137062
11082,258,4.5852714,0.29181433
11083,27,4.3703704,0.07691336
11084,4,5.0,0.70654297
11085,7,4.285714,-0.007742882
11086,12,3.6666667,-0.6267903
11087,29,4.586207,0.29274988
11088,20,4.35,0.056542873
11089,4,4.5,0.20654297
11090,5,4.6,0.30654287
11091,6,4.8333335,0.53987646
11092,5,4.8,0.50654316
11093,10,5.0,0.70654297
11094,4,3.25,-1.043457
11095,6,4.1666665,-0.12679052
11096,4,4.0,-0.29345703
11097,5,5.0,0.70654297
11098,31,4.774194,0.48073673
11099,20,4.7,0.40654278
11100,19,4.631579,0.3381219
11101,18,4.8333335,0.53987646
11102,33,3.939394,-0.35406303
11103,11,4.6363635,0.34290648
11104,6,4.3333335,0.03987646
11105,10,3.1,-1.1934571
11106,109,3.2568808,-1.0365763
11107,10,4.0,-0.29345703
11108,6,4.1666665,-0.12679052
11109,7,3.4285715,-0.86488557
11110,7,4.285714,-0.007742882
11111,17,3.3529413,-0.94051576
11112,19,4.4210525,0.12759542
11113,10,4.9,0.60654306
11114,15,3.9333334,-0.36012363
11115,7,4.0,-0.29345703
11116,8,4.0,-0.29345703
11117,5,3.2,-1.093457
11118,67,4.6865673,0.39311028
11119,5,4.0,-0.29345703
11120,20,4.65,0.35654306
11121,17,4.1764708,-0.116986275
11122,5,4.0,-0.29345703
11123,6,4.3333335,0.03987646
11124,3,5.0,0.70654297
11125,5,2.6,-1.6934571
11126,12,4.8333335,0.53987646
11127,29,4.8965516,0.6030946
11128,4,4.75,0.45654297
11129,287,4.620209,0.3267522
11130,4,4.25,-0.04345703
11131,9,3.5555556,-0.73790145
11132,9,4.3333335,0.03987646
11133,8,4.5,0.20654297
11134,24,4.75,0.45654297
11135,12,5.0,0.70654297
11136,6,4.5,0.20654297
11137,4,5.0,0.70654297
11138,5,4.0,-0.29345703
11139,34,3.264706,-1.0287511
11140,18,4.2777777,-0.01567936
11141,4,3.5,-0.79345703
11142,12,3.75,-0.54345703
11143,40,4.425,0.13154316
11144,50,4.26,-0.033456802
11145,7,5.0,0.70654297
11146,7,4.714286,0.42082882
11147,30,4.6,0.30654287
11148,5,2.4,-1.8934569
11149,7,4.142857,-0.15059996
11150,109,4.449541,0.15608406
11151,22,3.0,-1.293457
11152,18,4.2777777,-0.01567936
11153,34,2.0,-2.293457
11154,7,4.142857,-0.15059996
11155,24,4.25,-0.04345703
11156,10,4.8,0.50654316
11157,7,4.142857,-0.15059996
11158,30,4.4333334,0.13987637
11159,19,4.736842,0.44338512
11160,7,4.285714,-0.007742882
11161,32,4.28125,-0.012207031
11162,36,4.4166665,0.12320948
11163,8,4.0,-0.29345703
11164,10,3.8,-0.49345708
11165,5,4.0,-0.29345703
11166,26,3.8461537,-0.4473033
11167,21,4.6666665,0.37320948
11168,54,4.851852,0.5583949
11169,7,4.428571,0.1351142
11170,5,3.8,-0.49345708
11171,13,4.8461537,0.5526967
11172,148,4.8378377,0.54438066
11173,5,3.8,-0.49345708
11174,47,4.5531917,0.25973463
11175,16,4.875,0.58154297
11176,6,4.8333335,0.53987646
11177,40,4.6,0.30654287
11178,42,4.571429,0.27797174
11179,19,4.5263157,0.23285866
11180,3,3.6666667,-0.6267903
11181,4,2.5,-1.793457
11182,9,3.8888888,-0.4045682
